movie_name,year,imdb_rating,genres,director,cast
Velvet Awakening,1999,8.3,"Adventure, Animation",James Cameron,"Florence Pugh, Sandra Bullock, Zendaya"
Broken Awakening,2019,9.1,"Action, Horror",Christopher Nolan,"Christian Bale, Natalie Portman, Johnny Depp"
Royal Chronicle,2018,5.5,"Crime, Horror",Quentin Tarantino,"Jake Gyllenhaal, Viola Davis, Samuel L. Jackson"
Blue Phoenix Reborn,2002,8.2,Drama,Martin Scorsese,"Amy Adams, Matt Damon, Chris Hemsworth"
Ancient Kingdom,2002,9.1,"Adventure, Mystery, Sci-Fi",Ava DuVernay,"Jake Gyllenhaal, Anne Hathaway, Keanu Reeves"
Blue River,2018,5.2,"Comedy, Mystery",Rian Johnson,"Sandra Bullock, Keanu Reeves, Michael B. Jordan"
Silent Hunter Zero,1999,8.2,"Crime, Horror",Ridley Scott,"Benedict Cumberbatch, Sandra Bullock, Morgan Freeman"
Silver Heart Returns,2018,5.9,"Action, Fantasy",Martin Scorsese,"Benedict Cumberbatch, Florence Pugh, Oscar Isaac"
Burning Journey in Exile,2009,8.9,"Drama, Sci-Fi",Wes Anderson,"Zendaya, Gal Gadot, Morgan Freeman"
Eternal Odyssey,2016,5.5,"Drama, Mystery, Romance",Wes Anderson,"Johnny Depp, Scarlett Johansson, Chris Hemsworth"
Silver Frontier,2005,7.9,"Fantasy, Sci-Fi",Quentin Tarantino,"Morgan Freeman, Margot Robbie, Anne Hathaway"
Scarlet Voyage,2015,5.9,"Comedy, Fantasy, Romance",Christopher Nolan,"Johnny Depp, Robert Downey Jr., Zendaya"
Electric Code,2005,6.9,"Drama, Sci-Fi",Bong Joon-ho,"Jennifer Lawrence, Matt Damon, Margot Robbie"
Velvet Code Awakens,2006,8.9,Crime,Taika Waititi,"Ryan Gosling, Chris Hemsworth, Timothee Chalamet"
Neon Truth,1992,6.7,"Animation, Romance",Chloe Zhao,"Leonardo DiCaprio, Amy Adams, Matt Damon"
Lonely Trial,2020,7.4,Sci-Fi,Steven Spielberg,"Zendaya, Natalie Portman, Christian Bale"
Shadow Night Awakens,2003,6.1,"Drama, Thriller",Bong Joon-ho,"Natalie Portman, Florence Pugh, Amy Adams"
Silent Journey,2018,5.7,Mystery,Patty Jenkins,"Matt Damon, Benedict Cumberbatch, Brad Pitt"
Shattered Dream of Fire,2000,6.7,Crime,Edgar Wright,"Scarlett Johansson, Sandra Bullock, Matt Damon"
Final Heart,2002,8.4,Adventure,Martin Scorsese,"Zendaya, Amy Adams, Jake Gyllenhaal"
Electric Dream at Dawn,2023,8.8,"Adventure, Romance",Patty Jenkins,"Natalie Portman, Sandra Bullock, Oscar Isaac"
Ancient Chronicle,1986,7.5,"Crime, Horror",James Cameron,"Scarlett Johansson, Robert Downey Jr., Michael B. Jordan"
Sacred Odyssey Unbound,2020,6.7,"Crime, Horror",Ava DuVernay,"Florence Pugh, Zendaya, Chris Hemsworth"
Storm Voyage,2019,8.4,Horror,David Fincher,"Timothee Chalamet, Leonardo DiCaprio, Jennifer Lawrence"
Red Echo,1991,5.7,"Animation, Drama",Jordan Peele,"Emma Stone, Scarlett Johansson, Florence Pugh"
Storm Destiny Unbound,2024,6.8,"Comedy, Mystery, Romance",Steven Spielberg,"Jessica Chastain, Benedict Cumberbatch, Robert Downey Jr."
Lonely Game in Exile,2023,7.4,"Action, Comedy, Crime",Guillermo del Toro,"Florence Pugh, Matt Damon, Benedict Cumberbatch"
Ancient Hunter of Tomorrow,2017,5.6,Adventure,Bong Joon-ho,"Jake Gyllenhaal, Emma Stone, Jennifer Lawrence"
Silent Kingdom,1992,7.2,"Comedy, Horror",Quentin Tarantino,"Brad Pitt, Keanu Reeves, Ryan Gosling"
Glass Phoenix at Dawn,2011,8.9,"Action, Adventure, Crime",Bong Joon-ho,"Johnny Depp, Amy Adams, Viola Davis"
Iron Memory Beyond,2021,7.7,"Animation, Crime",Kathryn Bigelow,"Gal Gadot, Natalie Portman, Matt Damon"
Wild Memory,2015,7.1,"Animation, Comedy, Drama",Denis Villeneuve,"Zendaya, Jake Gyllenhaal, Sandra Bullock"
Ancient Frontier Returns,1985,7.0,"Comedy, Thriller",James Cameron,"Jake Gyllenhaal, Scarlett Johansson, Florence Pugh"
Crimson Code,2023,6.5,"Adventure, Drama",Jordan Peele,"Florence Pugh, Keanu Reeves, Chris Hemsworth"
Silent Flame Rise,2012,7.5,"Drama, Romance",Guillermo del Toro,"Jennifer Lawrence, Viola Davis, Robert Downey Jr."
Frozen Legacy,1991,8.5,"Animation, Crime",Peter Jackson,"Timothee Chalamet, Scarlett Johansson, Tom Hanks"
Restless Labyrinth Zero,2022,5.7,"Romance, Thriller",Rian Johnson,"Viola Davis, Benedict Cumberbatch, Natalie Portman"
Eternal Truth in Exile,1994,9.3,"Animation, Horror",Christopher Nolan,"Anne Hathaway, Emma Stone, Keanu Reeves"
Fallen Pulse,2012,6.7,"Crime, Drama, Mystery",Guillermo del Toro,"Scarlett Johansson, Chris Hemsworth, Florence Pugh"
Sacred Garden at Dawn,2005,6.2,Romance,James Cameron,"Morgan Freeman, Michael B. Jordan, Sandra Bullock"
Rising Chronicle,2016,6.5,"Adventure, Sci-Fi",Chloe Zhao,"Keanu Reeves, Ryan Gosling, Michael B. Jordan"
Broken Echo,2007,9.1,"Comedy, Mystery, Romance",James Cameron,"Jennifer Lawrence, Christian Bale, Morgan Freeman"
Silent Flame Awakens,1985,9.1,"Adventure, Drama",Guy Ritchie,"Viola Davis, Robert Downey Jr., Zendaya"
Wicked Machine of the Stars,2015,5.1,"Action, Crime, Sci-Fi",Jordan Peele,"Brad Pitt, Timothee Chalamet, Sandra Bullock"
Radiant Awakening,2016,5.2,"Horror, Sci-Fi",Guillermo del Toro,"Florence Pugh, Matt Damon, Scarlett Johansson"
Broken Cipher,1994,5.2,"Adventure, Animation",Bong Joon-ho,"Sandra Bullock, Samuel L. Jackson, Scarlett Johansson"
Last Season Forever,1997,9.0,Drama,Rian Johnson,"Samuel L. Jackson, Keanu Reeves, Anne Hathaway"
Shadow Destiny,2008,7.9,Sci-Fi,Patty Jenkins,"Ryan Gosling, Sandra Bullock, Gal Gadot"
Dark Flame,2017,6.2,"Crime, Thriller",Martin Scorsese,"Morgan Freeman, Margot Robbie, Brad Pitt"
Frozen Pulse of Fire,1985,7.5,"Crime, Mystery",Guy Ritchie,"Scarlett Johansson, Anne Hathaway, Margot Robbie"
Golden Orbit,1990,6.4,Adventure,Denis Villeneuve,"Amy Adams, Emma Stone, Morgan Freeman"
Broken Kingdom,1998,8.0,"Adventure, Horror",Edgar Wright,"Chris Hemsworth, Johnny Depp, Sandra Bullock"
Frozen Heart of Fire,2003,8.7,"Animation, Crime",Sam Mendes,"Anne Hathaway, Ryan Gosling, Chris Hemsworth"
Iron Flame Forever,2013,7.8,"Adventure, Horror",Guy Ritchie,"Timothee Chalamet, Christian Bale, Jessica Chastain"
Red Kingdom in Exile,2009,7.8,"Mystery, Romance",James Cameron,"Jake Gyllenhaal, Ryan Gosling, Christian Bale"
Silver Truth at Dawn,2002,6.1,Mystery,Guillermo del Toro,"Natalie Portman, Robert Downey Jr., Margot Robbie"
Lost Memory,1996,7.9,"Animation, Horror, Romance",Sofia Coppola,"Christian Bale, Timothee Chalamet, Jennifer Lawrence"
Hidden Season,2025,9.0,"Action, Animation",Bong Joon-ho,"Benedict Cumberbatch, Anne Hathaway, Michael B. Jordan"
Burning Trial at Dawn,1996,6.9,Horror,Damien Chazelle,"Margot Robbie, Timothee Chalamet, Jake Gyllenhaal"
Final Garden,2001,5.2,"Drama, Romance",Wes Anderson,"Gal Gadot, Jennifer Lawrence, Johnny Depp"
Eternal Pulse of Shadows,2002,8.9,"Action, Animation, Romance",Kathryn Bigelow,"Morgan Freeman, Viola Davis, Johnny Depp"
Glass Flame,2021,6.4,"Animation, Sci-Fi",Sofia Coppola,"Matt Damon, Brad Pitt, Emma Stone"
Rising Trial,1995,6.4,"Action, Animation, Sci-Fi",James Cameron,"Keanu Reeves, Morgan Freeman, Johnny Depp"
Burning Hunter,2012,8.7,Thriller,David Fincher,"Tom Hanks, Gal Gadot, Florence Pugh"
Wild Empire,2007,5.9,Horror,Chloe Zhao,"Gal Gadot, Jennifer Lawrence, Jake Gyllenhaal"
Radiant Labyrinth,2000,5.6,Fantasy,Ridley Scott,"Anne Hathaway, Jessica Chastain, Viola Davis"
Ancient Odyssey,2012,5.1,"Adventure, Drama, Mystery",Wes Anderson,"Gal Gadot, Amy Adams, Timothee Chalamet"
Wicked Signal,2008,9.0,"Drama, Mystery",Christopher Nolan,"Oscar Isaac, Jessica Chastain, Jennifer Lawrence"
Eternal Heart,1987,5.8,"Crime, Fantasy",Martin Scorsese,"Anne Hathaway, Jennifer Lawrence, Michael B. Jordan"
Rising Odyssey Zero,2015,7.3,Crime,Bong Joon-ho,"Morgan Freeman, Jennifer Lawrence, Gal Gadot"
Crimson Witness,2007,6.4,Sci-Fi,Patty Jenkins,"Matt Damon, Leonardo DiCaprio, Morgan Freeman"
Royal Pulse,2016,5.5,"Action, Crime, Fantasy",Bong Joon-ho,"Robert Downey Jr., Amy Adams, Michael B. Jordan"
Red Pulse of Fire,2006,8.8,"Adventure, Animation",Bong Joon-ho,"Florence Pugh, Jessica Chastain, Jennifer Lawrence"
Golden Game of Fire,2022,6.9,"Comedy, Mystery",Damien Chazelle,"Amy Adams, Samuel L. Jackson, Margot Robbie"
Invisible Odyssey of Tomorrow,2014,6.5,"Action, Romance",Rian Johnson,"Christian Bale, Robert Downey Jr., Ryan Gosling"
Silver Dream,1996,7.8,"Drama, Fantasy",Christopher Nolan,"Margot Robbie, Anne Hathaway, Johnny Depp"
Wicked Sky,2019,5.6,"Adventure, Animation, Comedy",Chloe Zhao,"Scarlett Johansson, Tom Hanks, Amy Adams"
Storm Chronicle,2007,7.0,"Comedy, Romance, Thriller",Edgar Wright,"Sandra Bullock, Zendaya, Timothee Chalamet"
Dark Season in Exile,2025,9.1,Fantasy,Kathryn Bigelow,"Amy Adams, Emma Stone, Anne Hathaway"
Shattered Chronicle of Fire,2001,6.1,Fantasy,Quentin Tarantino,"Matt Damon, Natalie Portman, Timothee Chalamet"
Shattered Cipher,2000,9.1,Drama,Sam Mendes,"Benedict Cumberbatch, Natalie Portman, Jessica Chastain"
Iron Signal,2023,5.1,"Animation, Crime, Sci-Fi",Peter Jackson,"Leonardo DiCaprio, Ryan Gosling, Natalie Portman"
Electric Heart in Exile,2025,6.0,"Adventure, Comedy",David Fincher,"Leonardo DiCaprio, Jake Gyllenhaal, Anne Hathaway"
Hollow Odyssey,2023,9.1,"Fantasy, Romance, Thriller",Sofia Coppola,"Florence Pugh, Jennifer Lawrence, Benedict Cumberbatch"
Silent City Zero,2013,8.0,"Horror, Thriller",James Cameron,"Florence Pugh, Jake Gyllenhaal, Morgan Freeman"
Velvet Voyage in Exile,1990,6.3,"Adventure, Drama, Mystery",James Cameron,"Amy Adams, Zendaya, Christian Bale"
Ancient Island,1986,6.9,"Romance, Thriller",Denis Villeneuve,"Oscar Isaac, Christian Bale, Timothee Chalamet"
Broken Odyssey,2016,5.5,"Fantasy, Mystery",Ridley Scott,"Jennifer Lawrence, Oscar Isaac, Samuel L. Jackson"
Final Truth in Exile,2003,6.0,"Animation, Fantasy",Chloe Zhao,"Ryan Gosling, Christian Bale, Jessica Chastain"
Wicked Machine of the Stars,1991,6.8,"Mystery, Thriller",Chloe Zhao,"Jennifer Lawrence, Chris Hemsworth, Samuel L. Jackson"
Invisible Odyssey,2013,6.5,"Animation, Fantasy",Greta Gerwig,"Leonardo DiCaprio, Florence Pugh, Sandra Bullock"
Invisible Signal,1991,5.1,"Fantasy, Romance, Sci-Fi",Bong Joon-ho,"Ryan Gosling, Natalie Portman, Michael B. Jordan"
Eternal Heart,2017,6.4,Romance,Sam Mendes,"Amy Adams, Ryan Gosling, Leonardo DiCaprio"
Midnight Kingdom,2015,8.5,Drama,Christopher Nolan,"Amy Adams, Oscar Isaac, Keanu Reeves"
Sacred Fortress,1997,7.1,"Drama, Horror",Edgar Wright,"Samuel L. Jackson, Chris Hemsworth, Morgan Freeman"
Frozen Season Rise,1986,7.0,"Horror, Romance",Taika Waititi,"Chris Hemsworth, Gal Gadot, Oscar Isaac"
Midnight Signal,2017,6.1,Romance,Sofia Coppola,"Samuel L. Jackson, Viola Davis, Morgan Freeman"
Dark Empire,2011,5.5,"Adventure, Fantasy, Thriller",Peter Jackson,"Keanu Reeves, Jake Gyllenhaal, Florence Pugh"
Wicked Night,2013,5.2,"Action, Crime, Thriller",Patty Jenkins,"Sandra Bullock, Amy Adams, Jessica Chastain"
Blue Sky Forever,2022,6.5,Thriller,Denis Villeneuve,"Christian Bale, Ryan Gosling, Gal Gadot"
Midnight Garden Beyond,1989,8.0,"Comedy, Horror, Thriller",Guillermo del Toro,"Robert Downey Jr., Anne Hathaway, Johnny Depp"
Lonely Island,2021,5.1,"Action, Romance",Guillermo del Toro,"Tom Hanks, Zendaya, Johnny Depp"
Wild Orbit Forever,1995,8.5,"Horror, Thriller",Rian Johnson,"Johnny Depp, Tom Hanks, Amy Adams"
Fallen Game,2009,6.3,"Comedy, Sci-Fi",Christopher Nolan,"Samuel L. Jackson, Natalie Portman, Timothee Chalamet"
Restless Empire at Dawn,2018,8.8,"Animation, Horror, Romance",Guy Ritchie,"Michael B. Jordan, Tom Hanks, Timothee Chalamet"
Ancient Memory Rise,2016,5.1,"Horror, Mystery",Denis Villeneuve,"Benedict Cumberbatch, Keanu Reeves, Jennifer Lawrence"
Dark City Awakens,1994,7.0,"Adventure, Romance",Jordan Peele,"Natalie Portman, Christian Bale, Benedict Cumberbatch"
Silent Memory,1997,7.2,"Action, Sci-Fi",Patty Jenkins,"Michael B. Jordan, Scarlett Johansson, Anne Hathaway"
Iron Fortress,2019,6.1,Action,Taika Waititi,"Timothee Chalamet, Zendaya, Chris Hemsworth"
Burning Hunter of Tomorrow,1996,8.3,Romance,Peter Jackson,"Florence Pugh, Robert Downey Jr., Emma Stone"
Dark Heart,1988,7.0,"Comedy, Thriller",Sam Mendes,"Jessica Chastain, Timothee Chalamet, Benedict Cumberbatch"
Neon Code Returns,1997,7.6,"Adventure, Horror, Thriller",Wes Anderson,"Natalie Portman, Scarlett Johansson, Florence Pugh"
Wicked Phoenix,2022,8.3,"Adventure, Comedy, Horror",Sam Mendes,"Matt Damon, Michael B. Jordan, Oscar Isaac"
Silent Mirror,2023,7.3,"Horror, Sci-Fi",Denis Villeneuve,"Anne Hathaway, Zendaya, Benedict Cumberbatch"
Shattered Mirror,2000,6.9,"Crime, Sci-Fi",Chloe Zhao,"Zendaya, Johnny Depp, Michael B. Jordan"
Burning Phoenix at Dawn,2015,5.4,"Adventure, Animation, Thriller",Guillermo del Toro,"Ryan Gosling, Gal Gadot, Johnny Depp"
Red City,2019,7.2,"Adventure, Comedy",Guillermo del Toro,"Chris Hemsworth, Natalie Portman, Johnny Depp"
Ancient Memory,2004,8.4,"Romance, Sci-Fi",Ridley Scott,"Anne Hathaway, Morgan Freeman, Natalie Portman"
